otnunit_aat_animals_8dc3_4d15_c278.csv,otnunit_aat_datacenter_attributes_8a94_cefd_f8a3.csv,otnunit_aat_detections_9062_5923_1394.csv,otnunit_aat_manmade_platform_0735_7c9f_329c.csv,otnunit_aat_project_attributes_f29c_fb21_23a3.csv,otnunit_aat_receivers_c595_05f4_68b2.csv,otnunit_aat_recover_offload_details_4b23_f002_f89a.csv,otnunit_aat_tag_releases_b793_03e7_a230.csv
3809,4,218978,8938,300,18786,37203,3837
"{'life_stage': 1, 'age': 1, 'sex': 1}",{},"{'sensor_data': 1, 'sensor_data_units': 1, 'receiver_log_id': 1, 'detection_quality': 1, 'depth': 1, 'uncertainty_in_latitude': 1, 'uncertainty_in_longitude': 1, 'depth_data_source': 1, 'uncertainty_in_depth': 1, 'other_position_data': 1, 'dataset_quality': 1}",{},{},"{'frequencies_monitored': 1, 'receiver_coding_scheme': 1, 'deployment_comments': 1, 'deployed_by': 1, 'expected_receiver_life': 1}","{'recovery_datetime_utc': 1, 'offload_datetime_utc': 1, 'log_filenames': 1, 'recovery_comments': 1, 'clock_synchronized': 1, 'recovered_by': 1}","{'tag_frequency': 1, 'transmitter_type': 1, 'tag_programming_id': 1}"
757,0,0,2261,0,8780,451,0
0.19873982672617485,0.0,0.0,0.2529648690982323,0.0,0.46736931757691896,0.012122678278633444,0.0
