deployment_project_reference,datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id,bottom_depth,depth
HFX,OTN-Global,HFX219-VR4-250306-1,OTN-GlobalHFXHFX219-VR4-250306-1,VEMCO,VR4,250306,43.10386,-63.49987,2012-05-24T15:10:32Z,2017-04-19T23:59:22Z,HFX,ManmadePlatform,HFX_HFX219,169.0,164.0
HFX,OTN-Global,HFX220-VR4-250254-1,OTN-GlobalHFXHFX220-VR4-250254-1,VEMCO,VR4,250254,43.09654,-63.50001,2012-05-24T15:05:56Z,2017-04-20T00:04:58Z,HFX,ManmadePlatform,HFX_HFX220,171.0,166.0
HFX,OTN-Global,HFX221-VR4-250258-1,OTN-GlobalHFXHFX221-VR4-250258-1,VEMCO,VR4,250258,43.08928,-63.5,2012-05-24T15:01:27Z,2017-04-20T00:10:08Z,HFX,ManmadePlatform,HFX_HFX221,171.0,166.0
HFX,OTN-Global,HFX222-VR4-250289-1,OTN-GlobalHFXHFX222-VR4-250289-1,VEMCO,VR4,250289,43.08235,-63.50011,2012-05-24T14:56:49Z,2017-04-20T00:15:38Z,HFX,ManmadePlatform,HFX_HFX222,171.0,166.0
HFX,OTN-Global,HFX223-VR4-250227-1,OTN-GlobalHFXHFX223-VR4-250227-1,VEMCO,VR4,250227,43.07501,-63.50005,2012-05-24T14:53:07Z,2017-04-20T00:20:43Z,HFX,ManmadePlatform,HFX_HFX223,171.0,166.0
HFX,OTN-Global,HFX224-VR4-250297-1,OTN-GlobalHFXHFX224-VR4-250297-1,VEMCO,VR4,250297,43.06784,-63.50017,2012-05-24T14:48:57Z,2017-04-20T00:26:08Z,HFX,ManmadePlatform,HFX_HFX224,170.0,165.0
HFX,OTN-Global,HFX225-VR4-250220-1,OTN-GlobalHFXHFX225-VR4-250220-1,VEMCO,VR4,250220,43.06054,-63.49996,2012-05-24T14:44:23Z,2017-04-20T00:30:58Z,HFX,ManmadePlatform,HFX_HFX225,170.0,165.0
HFX,OTN-Global,HFX226-VR4-250261-1,OTN-GlobalHFXHFX226-VR4-250261-1,VEMCO,VR4,250261,43.05329,-63.49983,2012-05-24T14:39:47Z,2017-04-20T00:35:53Z,HFX,ManmadePlatform,HFX_HFX226,171.0,166.0
HFX,OTN-Global,HFX227-VR4-250335-1,OTN-GlobalHFXHFX227-VR4-250335-1,VEMCO,VR4,250335,43.04632,-63.50005,2012-05-24T14:35:49Z,2017-04-20T00:40:23Z,HFX,ManmadePlatform,HFX_HFX227,168.0,163.0
HFX,OTN-Global,HFX228-VR4-250336-1,OTN-GlobalHFXHFX228-VR4-250336-1,VEMCO,VR4,250336,43.0391,-63.50001,2012-05-24T14:31:32Z,2017-04-20T00:51:23Z,HFX,ManmadePlatform,HFX_HFX228,165.0,160.0
HFX,OTN-Global,HFX230-VR4-250316-1,OTN-GlobalHFXHFX230-VR4-250316-1,VEMCO,VR4,250316,43.02455,-63.50002,2012-05-24T14:23:01Z,2017-04-20T01:00:00Z,HFX,ManmadePlatform,HFX_HFX230,170.0,165.0
HFX,OTN-Global,HFX253-VR4-250328-1,OTN-GlobalHFXHFX253-VR4-250328-1,VEMCO,VR4,250328,42.8588,-63.49997,2012-05-24T12:34:00Z,2016-10-01T03:00:00Z,HFX,ManmadePlatform,HFX_HFX253,176.0,171.0
HFX,OTN-Global,HFX245-VR4-250169-4,OTN-GlobalHFXHFX245-VR4-250169-4,VEMCO,VR4,250169,42.91606,-63.50116,2015-11-19T16:26:12Z,2017-04-20T01:46:56Z,HFX,ManmadePlatform,HFX_HFX245,172.0,172.0
HFX,OTN-Global,HFX126-Benthic Pod-116-5,OTN-GlobalHFXHFX126-Benthic Pod-116-5,Satlantic,Benthic Pod,BENTHIC POD-116,43.7531,-63.36425,2015-11-18T18:14:55Z,2017-04-20T12:52:19Z,HFX,ManmadePlatform,HFX_HFX126,124.0,124.0
HFX,OTN-Global,HFX126-VR4-250057-5,OTN-GlobalHFXHFX126-VR4-250057-5,VEMCO,VR4,250057,43.7531,-63.36425,2015-11-18T18:14:55Z,2017-04-20T12:52:19Z,HFX,ManmadePlatform,HFX_HFX126,124.0,124.0
HFX,OTN-Global,HFX153-Benthic Pod-96-5,OTN-GlobalHFXHFX153-Benthic Pod-96-5,Satlantic,Benthic Pod,BENTHIC POD-96,43.56926,-63.44788,2015-11-18T20:45:55Z,2017-04-19T20:06:11Z,HFX,ManmadePlatform,HFX_HFX153,134.0,134.0
HFX,OTN-Global,HFX153-VR4-250370-5,OTN-GlobalHFXHFX153-VR4-250370-5,VEMCO,VR4,250370,43.56926,-63.44788,2015-11-18T20:45:55Z,2017-04-19T20:06:11Z,HFX,ManmadePlatform,HFX_HFX153,134.0,134.0
HFX,OTN-Global,HFX180-Benthic Pod-118-4,OTN-GlobalHFXHFX180-Benthic Pod-118-4,Satlantic,Benthic Pod,BENTHIC POD-118,43.38448,-63.49977,2015-11-18T22:47:43Z,2017-04-19T21:40:19Z,HFX,ManmadePlatform,HFX_HFX180,167.0,167.0
HFX,OTN-Global,HFX180-VR4-250234-4,OTN-GlobalHFXHFX180-VR4-250234-4,VEMCO,VR4,250234,43.38448,-63.49977,2015-11-18T22:47:43Z,2017-04-19T21:40:19Z,HFX,ManmadePlatform,HFX_HFX180,167.0,167.0
HFX,OTN-Global,HFX212-Benthic Pod-151-3,OTN-GlobalHFXHFX212-Benthic Pod-151-3,Satlantic,Benthic Pod,BENTHIC POD-151,43.15372,-63.50048,2015-11-19T00:55:15Z,2017-04-19T23:12:44Z,HFX,ManmadePlatform,HFX_HFX212,147.0,147.0
HFX,OTN-Global,HFX212-VR4-250174-3,OTN-GlobalHFXHFX212-VR4-250174-3,VEMCO,VR4,250174,43.15372,-63.50048,2015-11-19T00:55:15Z,2017-04-19T23:12:44Z,HFX,ManmadePlatform,HFX_HFX212,147.0,147.0
HFX,OTN-Global,HFX245-Benthic Pod-90-4,OTN-GlobalHFXHFX245-Benthic Pod-90-4,Satlantic,Benthic Pod,BENTHIC POD-90,42.91606,-63.50116,2015-11-19T16:26:12Z,2017-04-20T01:46:56Z,HFX,ManmadePlatform,HFX_HFX245,172.0,172.0
HFX,OTN-Global,HFX-008-VR4-250163-9,OTN-GlobalHFXHFX-008-VR4-250163-9,VEMCO,VR4,250163,44.438688,-63.483642,2016-04-23T01:57:00Z,2017-04-20T20:40:37Z,HFX,ManmadePlatform,HFX_HFX008,60.0,60.0
HFX,OTN-Global,HFX-028-VR4-250171-8,OTN-GlobalHFXHFX-028-VR4-250171-8,VEMCO,VR4,250171,44.323263,-63.360823,2016-04-23T00:18:00Z,2017-04-20T18:19:05Z,HFX,ManmadePlatform,HFX_HFX028,115.0,115.0
HFX,OTN-Global,HFX-048-VR4-250168-6,OTN-GlobalHFXHFX-048-VR4-250168-6,VEMCO,VR4,250168,44.206882,-63.230755,2016-04-22T22:46:00Z,2017-04-20T17:11:10Z,HFX,ManmadePlatform,HFX_HFX048,165.0,165.0
HFX,OTN-Global,HFX-275-VR4-250134-1,OTN-GlobalHFXHFX-275-VR4-250134-1,VEMCO,VR4,250134,43.9911343,-63.2053332,2016-08-15T21:00:00Z,2017-09-05T23:10:00Z,HFX,ManmadePlatform,HFX_HFX275,185.0,181.0
HFX,OTN-Global,HFX-097-VR4-250170-5,OTN-GlobalHFXHFX-097-VR4-250170-5,VEMCO,VR4,250170,43.91221,-63.188665,2016-04-22T19:09:00Z,2017-04-20T14:29:53Z,HFX,ManmadePlatform,HFX_HFX097,133.0,133.0
HFX,OTN-Global,HFX-069-VR4-250216-6,OTN-GlobalHFXHFX-069-VR4-250216-6,VEMCO,VR4,250216,44.087942,-63.101562,2016-04-22T21:13:00Z,2017-04-20T16:02:44Z,HFX,ManmadePlatform,HFX_HFX069,160.0,160.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN12-VR2W-119598-2,OTN-GlobalIOAW Indian Ocean-CHARCRUN12-VR2W-119598-2,VEMCO,VR2W,119598,-21.1275,55.78764,2013-04-21T08:00:00Z,2015-04-17T03:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN12,21.0,16.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN20-VR2W-113584-1,OTN-GlobalIOAW Indian Ocean-CHARCRUN20-VR2W-113584-1,VEMCO,VR2W,113584,-21.43166,55.55666,2014-07-08T10:00:00Z,2015-02-02T04:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN20,950.0,17.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN19-VR2W-113605-1,OTN-GlobalIOAW Indian Ocean-CHARCRUN19-VR2W-113605-1,VEMCO,VR2W,113605,-21.3916666667,55.493,2014-09-15T10:00:00Z,2015-02-03T04:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN19,600.0,22.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN18-VR2W-113607-2,OTN-GlobalIOAW Indian Ocean-CHARCRUN18-VR2W-113607-2,VEMCO,VR2W,113607,-21.3555833333,55.4464166667,2013-10-10T09:00:00Z,2014-09-15T03:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN18,62.0,61.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN17-VR2W-120628-1,OTN-GlobalIOAW Indian Ocean-CHARCRUN17-VR2W-120628-1,VEMCO,VR2W,120628,-21.35511,55.35833,2013-01-22T09:00:00Z,2015-02-02T04:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN17,900.0,33.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN11-VR2W-119609-1,OTN-GlobalIOAW Indian Ocean-CHARCRUN11-VR2W-119609-1,VEMCO,VR2W,119609,-21.12,55.11166,2014-05-09T13:10:00Z,2015-02-02T04:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN11,600.0,10.1
IOA,OTN-Global,W Indian Ocean-CHARCRUN08-VR2W-120196-1,OTN-GlobalIOAW Indian Ocean-CHARCRUN08-VR2W-120196-1,VEMCO,VR2W,120196,-21.05,55.77666,2014-05-31T08:00:00Z,2015-02-03T04:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN08,1300.0,10.7
IOA,OTN-Global,W Indian Ocean-CHARCRUN07-VR2W-113581-2,OTN-GlobalIOAW Indian Ocean-CHARCRUN07-VR2W-113581-2,VEMCO,VR2W,113581,-20.9971666667,55.1769166667,2013-08-13T09:50:00Z,2015-04-09T03:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN07,66.0,65.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN06-VR2W-113580-2,OTN-GlobalIOAW Indian Ocean-CHARCRUN06-VR2W-113580-2,VEMCO,VR2W,113580,-20.9915166667,55.2140666667,2013-08-13T10:50:00Z,2015-04-09T03:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN06,61.0,60.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN05-VR2W-124412-2,OTN-GlobalIOAW Indian Ocean-CHARCRUN05-VR2W-124412-2,VEMCO,VR2W,124412,-20.98305,55.2717666667,2014-02-26T13:00:00Z,2015-04-09T03:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN05,63.0,60.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN04-VR2W-113582-1,OTN-GlobalIOAW Indian Ocean-CHARCRUN04-VR2W-113582-1,VEMCO,VR2W,113582,-20.9433,55.20666,2014-06-02T12:20:00Z,2015-02-03T04:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN04,500.0,22.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN03-VR2W-113571-1,OTN-GlobalIOAW Indian Ocean-CHARCRUN03-VR2W-113571-1,VEMCO,VR2W,113571,-20.9033,55.1633,2014-06-02T11:00:00Z,2015-02-02T04:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN03,600.0,15.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN02-VR2W-113599-2,OTN-GlobalIOAW Indian Ocean-CHARCRUN02-VR2W-113599-2,VEMCO,VR2W,113599,-20.883806,55.54111,2013-02-26T09:00:00Z,2015-05-05T03:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN02,16.8,16.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN16-VR2W-120634-1,OTN-GlobalIOAW Indian Ocean-CHARCRUN16-VR2W-120634-1,VEMCO,VR2W,120634,-21.278611,55.243889,2013-01-18T04:00:00Z,2015-02-23T04:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN16,1600.0,27.0
IOA,OTN-Global,W Indian Ocean-CHARCRUN10-VR2W-120627-2,OTN-GlobalIOAW Indian Ocean-CHARCRUN10-VR2W-120627-2,VEMCO,VR2W,120627,-21.06685,55.1936,2013-02-26T04:00:00Z,2015-04-09T03:00:00Z,IOA,ManmadePlatform,IOA_CHARCRUN10,61.0,60.0
IOA,OTN-Global,CHARCRUN21-120197-2014,OTN-GlobalIOACHARCRUN21-120197-2014,VEMCO,VR2W,120197,-21.01824,55.21427,2014-05-21T03:00:00Z,2014-10-17T13:10:00Z,IOA,ManmadePlatform,IOA_CHARCRUN21,55.0,18.0
JBC,OTN-Global,JBC-BONAVENTURE HEAD 1-VR2-7103-1,OTN-GlobalJBCJBC-BONAVENTURE HEAD 1-VR2-7103-1,VEMCO,VR2,7103,48.26467,-53.39282,2007-01-18T23:30:00Z,2007-05-06T16:25:00Z,JBC,ManmadePlatform,JBC_JBC-BONAVENTURE HEAD 1,88.0,78.0
JBC,OTN-Global,JBC-MELROSE 2-VR2-6833-8,OTN-GlobalJBCJBC-MELROSE 2-VR2-6833-8,VEMCO,VR2,6833,48.44597,-53.02228,2009-07-08T17:30:00Z,2009-11-12T18:15:00Z,JBC,ManmadePlatform,JBC_JBC-MELROSE 2,118.0,108.0
JBC,OTN-Global,JBC-MELROSE 3-VR2-6834-5,OTN-GlobalJBCJBC-MELROSE 3-VR2-6834-5,VEMCO,VR2,6834,48.43665,-52.99532,2008-11-08T20:39:00Z,2009-11-12T20:40:00Z,JBC,ManmadePlatform,JBC_JBC-MELROSE 3,190.0,180.0
JBC,OTN-Global,JBC-MELROSE 4-VR2-6835-5,OTN-GlobalJBCJBC-MELROSE 4-VR2-6835-5,VEMCO,VR2,6835,48.4223,-52.97825,2009-07-08T15:40:00Z,2009-11-14T18:40:00Z,JBC,ManmadePlatform,JBC_JBC-MELROSE 4,239.0,229.0
JBC,OTN-Global,JBC-SW ARM 2-VR2-5726-6,OTN-GlobalJBCJBC-SW ARM 2-VR2-5726-6,VEMCO,VR2,5726,48.03138,-53.73362,2008-11-13T14:30:00Z,2009-11-11T15:05:00Z,JBC,ManmadePlatform,JBC_JBC-SW ARM 2,194.0,184.0
JBC,OTN-Global,JBC-SW ARM 1-VR2-5954-6,OTN-GlobalJBCJBC-SW ARM 1-VR2-5954-6,VEMCO,VR2,5954,48.01895,-53.746,2008-11-13T15:10:00Z,2009-11-11T16:40:00Z,JBC,ManmadePlatform,JBC_JBC-SW ARM 1,214.0,204.0
JBC,OTN-Global,JBC-NW ARM 1-VR2-5965-7,OTN-GlobalJBCJBC-NW ARM 1-VR2-5965-7,VEMCO,VR2,5965,48.0894,-53.7208,2008-11-13T12:22:00Z,2009-11-11T12:45:00Z,JBC,ManmadePlatform,JBC_JBC-NW ARM 1,155.0,145.0
JBC,OTN-Global,JBC-MELROSE 2-VR2-6833-2,OTN-GlobalJBCJBC-MELROSE 2-VR2-6833-2,VEMCO,VR2,6833,48.44767,-53.0185,2006-11-27T19:50:00Z,2007-05-06T13:19:00Z,JBC,ManmadePlatform,JBC_JBC-MELROSE 2,130.0,120.0
JBC,OTN-Global,JBC-MELROSE 2-VR2-6833-3,OTN-GlobalJBCJBC-MELROSE 2-VR2-6833-3,VEMCO,VR2,6833,48.44797,-53.0226,2007-05-06T13:34:00Z,2007-05-24T13:30:00Z,JBC,ManmadePlatform,JBC_JBC-MELROSE 2,130.0,120.0
JBC,OTN-Global,JBC-MELROSE 2-VR2-6833-4,OTN-GlobalJBCJBC-MELROSE 2-VR2-6833-4,VEMCO,VR2,6833,48.44615,-53.01478,2007-05-24T13:45:00Z,2007-09-11T20:35:00Z,JBC,ManmadePlatform,JBC_JBC-MELROSE 2,119.0,109.0
JBC,OTN-Global,JBC-SMITH SOUND 1-VR2-7100-14,OTN-GlobalJBCJBC-SMITH SOUND 1-VR2-7100-14,VEMCO,VR2,7100,48.1699,-53.6357,2008-08-21T13:35:00Z,2008-11-09T14:58:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 1,214.0,204.0
JBC,OTN-Global,JBC-HANTS HARBOUR 1-VR2-5588-1,OTN-GlobalJBCJBC-HANTS HARBOUR 1-VR2-5588-1,VEMCO,VR2,5588,47.98398,-53.33605,2008-07-05T12:40:00Z,2008-11-08T12:05:00Z,JBC,ManmadePlatform,JBC_JBC-HANTS HARBOUR 1,82.0,72.0
JBC,OTN-Global,JBC-SMITH SOUND 4-VR2-6822-8,OTN-GlobalJBCJBC-SMITH SOUND 4-VR2-6822-8,VEMCO,VR2,6822,48.18212,-53.85495,2008-07-23T14:00:00Z,2008-10-15T12:30:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 4,68.0,58.0
JBC,OTN-Global,JBC-SMITH SOUND 2-VR2-5953-20,OTN-GlobalJBCJBC-SMITH SOUND 2-VR2-5953-20,VEMCO,VR2,5953,48.18838,-53.59797,2008-08-21T14:40:00Z,2008-11-09T14:10:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 2,207.0,197.0
JBC,OTN-Global,JBC-SMITH SOUND 3-VR2-7109-18,OTN-GlobalJBCJBC-SMITH SOUND 3-VR2-7109-18,VEMCO,VR2,7109,48.19837,-53.58178,2008-10-07T17:20:00Z,2008-11-09T13:05:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 3,155.0,145.0
JBC,OTN-Global,JBC-SMITH SOUND 4-VR2-6822-9,OTN-GlobalJBCJBC-SMITH SOUND 4-VR2-6822-9,VEMCO,VR2,6822,48.17982,-53.8452,2008-10-15T15:08:00Z,2008-11-09T21:50:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 4,90.0,80.0
JBC,OTN-Global,JBC-SMITH SOUND 7-VR2W-2135-5,OTN-GlobalJBCJBC-SMITH SOUND 7-VR2W-2135-5,VEMCO,VR2W,2135,48.18205,-53.74638,2008-07-23T18:48:00Z,2008-11-09T19:10:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 7,163.0,153.0
JBC,OTN-Global,JBC-SMITH SOUND 7-VR2W-2135-6,OTN-GlobalJBCJBC-SMITH SOUND 7-VR2W-2135-6,VEMCO,VR2W,2135,48.1821,-53.74652,2008-11-09T19:15:00Z,2008-11-12T15:12:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 7,177.0,167.0
JBC,OTN-Global,JBC-SMITH SOUND 2-VR2-5953-21,OTN-GlobalJBCJBC-SMITH SOUND 2-VR2-5953-21,VEMCO,VR2,5953,48.18843,-53.59815,2008-11-09T14:30:00Z,2009-02-27T17:25:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 2,200.0,190.0
JBC,OTN-Global,JBC-SMITH SOUND 3-VR2-7109-19,OTN-GlobalJBCJBC-SMITH SOUND 3-VR2-7109-19,VEMCO,VR2,7109,48.19817,-53.58153,2008-11-09T13:15:00Z,2009-02-27T16:05:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 3,117.0,107.0
JBC,OTN-Global,JBC-SMITH SOUND 7-VR2W-2135-7,OTN-GlobalJBCJBC-SMITH SOUND 7-VR2W-2135-7,VEMCO,VR2W,2135,48.18165,-53.74698,2008-11-12T15:15:00Z,2009-05-05T19:00:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 7,178.0,168.0
JBC,OTN-Global,JBC-SMITH SOUND 3-VR2-7109-20,OTN-GlobalJBCJBC-SMITH SOUND 3-VR2-7109-20,VEMCO,VR2,7109,48.19813,-53.58205,2009-02-27T16:13:00Z,2009-08-19T12:50:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 3,161.0,151.0
JBC,OTN-Global,JBC-SMITH SOUND 2-VR2-5953-22,OTN-GlobalJBCJBC-SMITH SOUND 2-VR2-5953-22,VEMCO,VR2,5953,48.18865,-53.59902,2009-02-27T17:26:00Z,2009-08-19T14:44:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 2,192.0,182.0
JBC,OTN-Global,JBC-SMITH SOUND 4-VR2-6822-10,OTN-GlobalJBCJBC-SMITH SOUND 4-VR2-6822-10,VEMCO,VR2,6822,48.17972,-53.84405,2008-11-09T21:54:00Z,2009-08-19T18:45:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 4,87.0,77.0
JBC,OTN-Global,JBC-SMITH SOUND 6-VR2W-2132-8,OTN-GlobalJBCJBC-SMITH SOUND 6-VR2W-2132-8,VEMCO,VR2W,2132,48.16413,-53.73963,2009-03-30T16:06:00Z,2009-08-27T20:45:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 6,155.0,145.0
JBC,OTN-Global,JBC-SMITH SOUND 1-VR2-5589-8,OTN-GlobalJBCJBC-SMITH SOUND 1-VR2-5589-8,VEMCO,VR2,5589,48.16973,-53.63492,2007-04-13T16:15:00Z,2007-05-31T20:30:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 1,214.0,204.0
JBC,OTN-Global,JBC-SMITH SOUND 1-VR2-5589-9,OTN-GlobalJBCJBC-SMITH SOUND 1-VR2-5589-9,VEMCO,VR2,5589,48.17002,-53.63483,2007-05-31T20:45:00Z,2007-08-23T19:09:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 1,214.0,204.0
JBC,OTN-Global,JBC-SMITH SOUND 1-VR2-7100-10,OTN-GlobalJBCJBC-SMITH SOUND 1-VR2-7100-10,VEMCO,VR2,7100,48.16923,-53.63643,2007-11-12T02:30:00Z,2008-01-29T20:25:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 1,207.0,197.0
JBC,OTN-Global,JBC-SMITH SOUND 1-VR2-7100-11,OTN-GlobalJBCJBC-SMITH SOUND 1-VR2-7100-11,VEMCO,VR2,7100,48.16925,-53.63642,2008-01-29T20:40:00Z,2008-04-23T22:15:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 1,210.0,200.0
JBC,OTN-Global,JBC-SMITH SOUND 1-VR2-7100-12,OTN-GlobalJBCJBC-SMITH SOUND 1-VR2-7100-12,VEMCO,VR2,7100,48.16925,-53.63642,2008-04-23T22:30:00Z,2008-06-28T23:25:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 1,210.0,200.0
JBC,OTN-Global,JBC-SMITH SOUND 5-VR2-7110-8,OTN-GlobalJBCJBC-SMITH SOUND 5-VR2-7110-8,VEMCO,VR2,7110,48.18178,-53.79702,2008-07-23T13:10:00Z,2008-11-09T19:54:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 5,139.0,129.0
JBC,OTN-Global,JBC-SMITH SOUND 1-VR2-7100-15,OTN-GlobalJBCJBC-SMITH SOUND 1-VR2-7100-15,VEMCO,VR2,7100,48.16983,-53.63553,2008-11-09T15:08:00Z,2009-02-27T14:28:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 1,210.0,200.0
JBC,OTN-Global,JBC-SMITH SOUND 6-VR2W-2132-7,OTN-GlobalJBCJBC-SMITH SOUND 6-VR2W-2132-7,VEMCO,VR2W,2132,48.16413,-53.73963,2008-11-12T17:37:00Z,2009-03-30T16:05:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 6,155.0,145.0
JBC,OTN-Global,JBC-SMITH SOUND 1-VR2-7100-16,OTN-GlobalJBCJBC-SMITH SOUND 1-VR2-7100-16,VEMCO,VR2,7100,48.16957,-53.63602,2009-02-27T14:32:00Z,2009-08-19T15:42:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 1,207.0,197.0
JBC,OTN-Global,JBC-SMITH SOUND 5-VR2-7110-9,OTN-GlobalJBCJBC-SMITH SOUND 5-VR2-7110-9,VEMCO,VR2,7110,48.18192,-53.79708,2008-11-09T20:08:00Z,2009-08-27T19:50:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 5,150.0,140.0
JBC,OTN-Global,JBC-SMITH SOUND 6-VR2W-2132-5,OTN-GlobalJBCJBC-SMITH SOUND 6-VR2W-2132-5,VEMCO,VR2W,2132,48.16383,-53.74028,2008-07-23T17:43:00Z,2008-11-09T17:30:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 6,148.0,138.0
JBC,OTN-Global,JBC-SMITH SOUND 2-VR2-5588-2,OTN-GlobalJBCJBC-SMITH SOUND 2-VR2-5588-2,VEMCO,VR2,5588,48.19625,-53.57488,2005-08-02T19:47:00Z,2005-11-16T22:15:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 2,146.0,136.0
JBC,OTN-Global,JBC-SMITH SOUND 2-VR2-5588-3,OTN-GlobalJBCJBC-SMITH SOUND 2-VR2-5588-3,VEMCO,VR2,5588,48.18775,-53.59568,2005-11-16T22:30:00Z,2006-03-16T19:45:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 2,141.0,131.0
JBC,OTN-Global,JBC-SMITH SOUND 2-VR2-5588-4,OTN-GlobalJBCJBC-SMITH SOUND 2-VR2-5588-4,VEMCO,VR2,5588,48.18767,-53.59592,2006-03-16T20:00:00Z,2006-06-30T15:08:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 2,154.0,144.0
JBC,OTN-Global,JBC-SMITH SOUND 2-VR2-5588-5,OTN-GlobalJBCJBC-SMITH SOUND 2-VR2-5588-5,VEMCO,VR2,5588,48.18695,-53.59693,2006-06-30T15:23:00Z,2006-09-27T15:00:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 2,140.0,130.0
JBC,OTN-Global,JBC-SMITH SOUND 2-VR2-5588-6,OTN-GlobalJBCJBC-SMITH SOUND 2-VR2-5588-6,VEMCO,VR2,5588,48.18737,-53.59697,2006-09-27T15:15:00Z,2006-11-28T19:57:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 2,168.0,158.0
JBC,OTN-Global,JBC-SMITH SOUND 2-VR2-5588-7,OTN-GlobalJBCJBC-SMITH SOUND 2-VR2-5588-7,VEMCO,VR2,5588,48.18765,-53.59587,2006-11-28T20:12:00Z,2007-01-18T19:57:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 2,149.0,139.0
JBC,OTN-Global,JBC-SMITH SOUND 2-VR2-5588-8,OTN-GlobalJBCJBC-SMITH SOUND 2-VR2-5588-8,VEMCO,VR2,5588,48.18753,-53.5962,2007-01-18T20:12:00Z,2007-04-13T17:57:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH SOUND 2,165.0,155.0
JBC,OTN-Global,JBC-BONAVENTURE HEAD 1-VR2-7103-7,OTN-GlobalJBCJBC-BONAVENTURE HEAD 1-VR2-7103-7,VEMCO,VR2,7103,48.2631,-53.39288,2009-07-08T13:00:00Z,2009-11-10T12:50:00Z,JBC,ManmadePlatform,JBC_JBC-BONAVENTURE HEAD 1,98.0,88.0
JBC,OTN-Global,JBC-BONAVENTURE HEAD 2-VR2-7104-7,OTN-GlobalJBCJBC-BONAVENTURE HEAD 2-VR2-7104-7,VEMCO,VR2,7104,48.25137,-53.37728,2009-07-08T11:30:00Z,2009-11-10T14:50:00Z,JBC,ManmadePlatform,JBC_JBC-BONAVENTURE HEAD 2,239.0,229.0
